pm2.5,pm10,no,no2,so2,co,nox,ozone,rh,ws,vws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene,o_xylene,AQI,Category
25.44,46.64,9.36,35.0,16.32,0.83,44.41,28.83,54.86,0.66,-0.07,204.57,734.5,2024-01-02 14:15:00,16.41,0.62,0.45,2.16,0.3,,50,Good
25.45,46.64,9.33,35.85,16.6,1.03,43.3,30.26,53.54,0.58,-0.07,210.45,762.5,2024-01-02 14:30:00,16.32,0.64,0.43,2.13,0.31,,50,Good
22.06,45.09,6.48,30.28,13.98,0.95,37.32,25.97,52.35,0.57,-0.07,217.48,750.6,2024-01-02 14:45:00,14.03,0.64,0.45,2.14,0.28,,50,Good
16.01,44.71,5.39,26.91,12.54,0.81,34.53,23.99,52.47,0.73,-0.07,196.63,764.5,2024-01-02 15:00:00,12.55,0.63,0.43,2.21,0.29,,50,Good
15.89,44.71,5.19,27.36,12.69,0.88,34.4,25.76,52.89,0.55,-0.07,195.08,777.1,2024-01-02 15:15:00,12.2,0.63,0.43,2.14,0.29,,50,Good
15.81,44.71,5.16,27.1,12.24,0.89,34.85,24.52,53.44,0.65,-0.07,205.59,767.3,2024-01-02 15:30:00,12.34,0.64,0.45,2.15,0.29,,50,Good
14.16,42.04,5.06,26.82,12.4,0.82,34.14,23.92,53.22,0.58,-0.07,214.01,785.9,2024-01-02 15:45:00,12.25,0.63,0.42,2.14,0.29,,50,Good
11.27,41.5,5.16,28.37,12.44,0.92,34.13,26.18,53.94,0.55,-0.07,218.01,796.6,2024-01-02 16:00:00,12.05,0.6,0.44,2.2,0.28,,50,Good
11.25,41.5,5.15,27.96,12.5,0.97,33.2,26.45,55.22,0.63,-0.07,196.24,808.4,2024-01-02 16:15:00,12.07,0.6,0.42,2.18,0.3,,50,Good
11.37,41.5,5.35,28.53,12.45,0.79,33.28,24.87,56.08,0.73,-0.07,203.91,830.2,2024-01-02 16:30:00,12.35,0.63,0.44,2.16,0.29,,50,Good
10.87,35.62,5.13,28.08,12.42,0.92,34.08,27.39,56.73,0.56,-0.07,197.14,854.2,2024-01-02 16:45:00,12.44,0.63,0.43,2.16,0.31,,50,Good
10.1,34.24,5.28,27.71,12.45,0.85,34.42,26.7,56.95,0.59,-0.07,237.24,855.8,2024-01-02 17:00:00,12.45,0.6,0.44,2.18,0.31,,50,Good
10.02,34.24,5.3,26.64,12.49,1.01,32.64,26.11,56.88,0.66,-0.07,222.29,870.5,2024-01-02 17:15:00,12.04,0.64,0.44,2.16,0.29,,50,Good
10.0,34.24,5.27,28.26,12.45,1.0,33.04,25.28,58.49,0.69,-0.07,193.86,891.7,2024-01-02 17:30:00,12.64,0.58,0.44,2.19,0.29,,50,Good
11.69,31.76,5.26,27.31,12.43,0.96,34.94,26.24,60.02,0.69,-0.07,199.07,881.9,2024-01-02 17:45:00,12.29,0.62,0.43,2.14,0.29,,50,Good
14.73,31.17,5.04,27.07,12.72,0.95,33.78,25.1,61.24,0.51,-0.07,192.2,842.4,2024-01-02 18:00:00,12.34,0.66,0.43,2.16,0.29,,50,Good
14.64,31.17,5.34,27.33,12.31,0.79,33.67,26.95,63.83,0.62,-0.07,189.71,810.6,2024-01-02 18:15:00,12.24,0.64,0.42,2.14,0.3,,50,Good
14.68,31.17,5.28,27.11,12.77,0.91,32.98,22.34,65.46,0.68,-0.07,189.08,852.6,2024-01-02 18:30:00,12.29,0.63,0.42,2.15,0.29,,50,Good
13.94,30.0,5.28,27.92,12.47,0.88,34.73,26.38,65.58,0.72,-0.07,183.9,823.4,2024-01-02 18:45:00,12.66,0.64,0.45,2.17,0.3,,50,Good
12.22,29.75,5.25,27.78,12.4,0.89,33.42,24.61,66.61,0.55,-0.07,193.28,835.4,2024-01-02 19:00:00,12.49,0.62,0.43,2.18,0.28,,50,Good
12.17,29.75,5.36,27.34,12.55,1.08,34.07,25.65,69.02,0.67,-0.08,199.45,864.0,2024-01-02 19:15:00,12.43,0.63,0.42,2.15,0.27,,50,Good
12.16,29.75,5.35,27.57,12.65,1.02,34.33,24.75,70.76,0.62,-0.08,206.13,847.0,2024-01-02 19:30:00,12.58,0.63,0.43,2.18,0.3,,50,Good
17.21,47.95,6.28,29.28,9.81,0.41,38.82,21.46,72.19,0.57,-0.07,212.71,770.6,2024-01-02 19:45:00,13.19,0.62,0.43,2.18,0.31,,50,Good
21.19,54.75,6.39,33.11,8.58,0.6,41.6,20.64,73.45,0.56,-0.08,210.18,764.7,2024-01-02 20:00:00,13.6,0.62,0.44,2.2,0.3,,50,Good
21.18,54.75,6.6,32.22,8.64,0.6,40.67,17.4,74.66,0.61,-0.08,205.98,769.7,2024-01-02 20:15:00,13.66,0.63,0.43,2.19,0.29,,50,Good
21.1,54.75,6.54,31.44,8.37,0.8,39.27,16.72,76.98,0.49,-0.08,196.62,785.9,2024-01-02 20:30:00,13.51,0.63,0.45,2.23,0.28,,50,Good
18.51,56.22,6.56,31.6,8.58,0.7,41.36,18.95,78.66,0.62,-0.08,203.36,771.2,2024-01-02 20:45:00,13.71,0.64,0.44,2.17,0.28,,50,Good
14.03,56.52,6.25,31.9,8.53,0.6,40.02,16.59,80.16,0.66,-0.08,192.77,753.1,2024-01-02 21:00:00,13.66,0.64,0.43,2.16,0.3,,50,Good
14.12,56.52,6.59,32.22,8.76,0.7,41.33,16.66,81.24,0.49,-0.08,199.75,731.7,2024-01-02 21:15:00,13.6,0.63,0.44,2.18,0.3,,50,Good
14.16,56.52,6.73,31.56,8.27,0.7,40.86,20.45,82.44,0.66,-0.08,198.87,754.6,2024-01-02 21:30:00,13.73,0.65,0.44,2.16,0.3,,50,Good
17.05,60.95,6.74,32.21,8.78,0.6,41.17,17.13,83.44,0.59,-0.08,197.3,728.2,2024-01-02 21:45:00,13.66,0.63,0.42,2.15,0.29,,50,Good
22.15,61.92,6.56,32.3,8.51,0.6,40.37,16.87,85.32,0.55,-0.08,209.35,728.8,2024-01-02 22:00:00,13.44,0.62,0.42,2.17,0.27,,50,Good
22.16,61.92,6.59,31.9,8.15,0.7,40.72,14.49,86.95,0.64,-0.08,207.82,726.8,2024-01-02 22:15:00,13.52,0.61,0.44,2.19,0.28,,50,Good
22.13,61.92,6.46,32.49,8.53,0.6,40.62,17.02,88.36,0.69,-0.08,207.41,722.4,2024-01-02 22:30:00,13.53,0.62,0.44,2.16,0.29,,50,Good
19.45,58.35,6.73,32.19,8.43,0.7,39.82,17.02,90.32,0.5,-0.08,200.87,715.6,2024-01-02 22:45:00,13.47,0.62,0.43,2.14,0.31,,50,Good
14.16,57.51,6.65,32.16,8.39,0.7,40.5,19.46,92.09,0.55,-0.08,212.49,737.6,2024-01-02 23:00:00,13.51,0.62,0.46,2.13,0.3,,50,Good
14.16,57.51,6.65,31.85,8.32,0.7,40.77,18.97,93.88,0.61,-0.08,198.99,726.0,2024-01-02 23:15:00,13.9,0.61,0.43,2.17,0.3,,50,Good
14.16,57.51,6.57,31.72,8.56,0.7,41.01,19.5,93.94,0.57,-0.08,213.53,745.1,2024-01-02 23:30:00,13.7,0.63,0.44,2.15,0.29,,50,Good
13.28,63.69,6.64,31.15,8.64,0.5,40.36,18.87,93.94,0.56,-0.07,192.82,745.5,2024-01-02 23:45:00,13.63,0.64,0.45,2.15,0.28,,50,Good
11.71,65.04,6.53,32.78,,0.5,40.35,19.86,93.93,0.56,-0.07,214.58,727.3,2024-01-03 00:00:00,13.62,,,,,,50,Good
11.67,65.04,6.5,32.47,8.83,0.6,41.2,16.98,93.93,0.56,-0.07,208.37,707.9,2024-01-03 00:15:00,13.57,0.62,0.43,2.19,0.3,,50,Good
11.74,65.04,6.55,32.61,8.68,0.7,39.96,17.06,93.93,0.53,-0.07,212.0,731.0,2024-01-03 00:30:00,13.6,0.6,0.42,2.13,0.29,,50,Good
10.94,71.06,6.66,31.55,8.54,0.6,40.06,18.27,93.94,0.62,-0.07,209.17,733.7,2024-01-03 00:45:00,13.8,0.62,0.41,2.11,0.3,,50,Good
9.58,72.36,6.42,32.29,8.62,0.6,40.48,19.03,93.94,0.56,-0.07,205.75,707.8,2024-01-03 01:00:00,13.38,0.64,0.42,2.19,0.29,,50,Good
9.58,72.36,6.33,32.35,8.38,0.6,39.63,19.69,93.94,0.61,-0.07,207.59,710.5,2024-01-03 01:15:00,13.36,0.62,0.43,2.19,0.3,,50,Good
9.58,72.36,6.71,31.75,8.45,0.6,40.72,17.45,93.94,0.57,-0.07,206.66,705.6,2024-01-03 01:30:00,13.63,0.61,0.44,2.14,0.3,,50,Good
12.83,77.05,6.52,31.45,8.46,0.6,40.46,16.39,93.94,0.51,-0.06,196.54,701.7,2024-01-03 01:45:00,13.46,0.61,0.43,2.21,0.3,,50,Good
18.72,78.07,6.6,32.73,8.44,0.6,40.74,15.15,93.94,0.59,-0.06,208.82,701.1,2024-01-03 02:00:00,13.67,0.61,0.44,2.18,0.29,,50,Good
18.54,78.07,6.62,31.48,8.44,0.5,39.95,15.85,93.94,0.5,-0.06,211.35,704.4,2024-01-03 02:15:00,13.74,0.61,0.44,2.19,0.28,,50,Good
18.59,78.07,6.57,31.98,8.63,0.7,41.92,12.16,93.94,0.54,-0.06,225.35,,2024-01-03 02:30:00,13.46,0.63,0.44,2.16,0.3,,50,Good
17.93,77.29,6.64,32.37,8.47,0.7,41.15,16.12,93.94,0.51,-0.06,219.01,700.7,2024-01-03 02:45:00,13.66,0.62,0.43,2.21,0.28,,50,Good
16.59,77.11,6.39,32.17,8.39,0.8,40.06,15.07,93.94,0.4,-0.06,220.15,,2024-01-03 03:00:00,13.65,0.62,0.43,2.18,0.3,,50,Good
16.66,77.11,6.63,32.53,8.29,0.7,41.22,17.13,93.94,0.54,-0.07,233.67,,2024-01-03 03:15:00,13.73,0.63,0.42,2.13,0.3,,50,Good
16.51,77.11,6.49,32.14,8.92,0.4,40.6,15.61,93.94,0.49,-0.07,242.91,,2024-01-03 03:30:00,13.56,0.61,0.42,2.21,0.28,,50,Good
15.38,74.26,6.6,32.16,8.71,0.4,40.32,16.71,93.94,0.42,-0.06,230.26,716.9,2024-01-03 03:45:00,13.44,0.62,0.42,2.17,0.28,,50,Good
12.93,73.68,6.79,32.35,8.51,0.4,40.47,15.52,93.93,0.58,-0.06,226.04,737.3,2024-01-03 04:00:00,13.74,0.63,0.43,2.16,0.29,,50,Good
13.04,73.68,6.57,31.52,8.45,0.6,41.07,15.59,93.94,0.49,-0.06,229.76,726.9,2024-01-03 04:15:00,13.53,0.62,0.42,2.21,0.28,,50,Good
13.19,73.68,6.54,32.58,8.58,0.5,39.96,14.21,93.94,0.6,-0.07,214.55,724.2,2024-01-03 04:30:00,13.75,0.63,0.43,2.17,0.3,,50,Good
13.58,79.46,6.71,31.41,8.73,0.4,40.06,15.29,93.93,0.25,-0.07,271.44,713.9,2024-01-03 04:45:00,13.71,0.65,0.44,2.19,0.3,,50,Good
14.68,80.72,6.6,31.98,8.59,0.5,40.29,15.87,93.93,0.56,-0.06,229.93,,2024-01-03 05:00:00,13.45,0.63,0.45,2.21,0.31,,50,Good
14.59,80.72,6.39,31.67,8.65,0.5,39.77,14.72,93.94,0.54,-0.06,233.98,,2024-01-03 05:15:00,13.34,0.63,0.41,2.19,0.29,,50,Good
14.58,80.72,6.42,31.88,8.61,0.4,40.94,17.83,93.94,0.59,-0.07,225.79,710.2,2024-01-03 05:30:00,13.58,0.62,0.43,2.19,0.29,,50,Good
13.71,76.04,6.6,32.16,8.61,0.5,40.16,17.65,93.94,0.63,-0.06,201.57,717.8,2024-01-03 05:45:00,13.61,0.61,0.42,2.17,0.29,,50,Good
12.02,75.01,6.77,32.17,8.47,0.5,40.03,12.29,93.93,0.57,-0.07,206.57,705.9,2024-01-03 06:00:00,13.35,0.6,0.42,2.13,0.29,,50,Good
11.7,75.01,6.56,31.63,8.66,0.4,40.8,14.02,93.93,0.53,-0.07,245.58,717.7,2024-01-03 06:15:00,13.49,0.65,0.43,2.17,0.3,,50,Good
11.61,75.01,6.75,32.05,8.54,0.5,41.05,16.49,93.93,0.75,-0.07,203.68,726.7,2024-01-03 06:30:00,13.82,0.62,0.45,2.24,0.29,,50,Good
12.93,75.29,6.5,31.67,8.58,0.5,40.06,18.13,93.93,0.69,-0.07,194.75,722.9,2024-01-03 06:45:00,13.48,0.61,0.44,2.17,0.3,,50,Good
16.0,75.35,6.54,31.41,8.38,0.5,40.51,14.94,93.94,0.68,-0.07,196.37,719.2,2024-01-03 07:00:00,13.64,0.63,0.43,2.13,0.29,,50,Good
16.25,75.35,6.4,32.27,8.52,0.4,41.15,16.47,93.93,0.56,-0.06,210.72,717.9,2024-01-03 07:15:00,13.53,0.59,0.43,2.2,0.28,,50,Good
16.25,75.35,6.46,30.76,8.37,0.5,40.77,16.88,93.93,0.68,-0.07,212.36,711.4,2024-01-03 07:30:00,13.45,0.63,0.45,2.18,0.29,,50,Good
17.21,81.07,6.6,31.81,8.44,0.4,39.91,12.92,93.94,0.66,-0.07,194.39,732.8,2024-01-03 07:45:00,13.46,0.64,0.46,2.16,0.29,,50,Good
18.75,82.32,6.56,31.52,8.64,0.5,39.67,12.86,93.93,0.66,-0.07,198.66,733.1,2024-01-03 08:00:00,13.9,0.62,0.43,2.17,0.29,,50,Good
18.75,82.32,6.66,31.51,8.63,0.5,40.28,18.09,93.93,0.66,-0.07,196.14,,2024-01-03 08:15:00,13.63,0.63,0.45,2.19,0.3,,50,Good
18.75,82.32,6.68,31.87,8.59,0.4,39.95,13.65,93.92,0.79,-0.07,189.24,,2024-01-03 08:30:00,13.93,0.61,0.43,2.17,0.29,,50,Good
20.46,73.61,6.47,32.27,8.28,0.4,40.25,13.41,93.93,0.63,-0.07,218.82,,2024-01-03 08:45:00,13.42,0.62,0.44,2.15,0.29,,50,Good
23.39,71.71,6.33,32.14,8.76,0.5,41.23,14.69,93.93,0.53,-0.08,215.9,711.9,2024-01-03 09:00:00,13.67,0.6,0.44,2.14,0.29,,50,Good
23.33,71.71,6.54,32.26,8.41,0.4,40.7,15.23,93.92,0.43,-0.08,219.42,717.9,2024-01-03 09:15:00,13.73,0.65,0.45,2.19,0.28,,50,Good
23.33,71.71,6.44,31.94,8.45,0.6,40.07,13.12,93.89,0.67,-0.08,218.68,726.5,2024-01-03 09:30:00,13.85,0.64,0.44,2.19,0.3,,50,Good
22.55,77.76,6.54,32.17,8.73,0.5,40.1,17.28,93.25,0.58,-0.06,215.48,717.9,2024-01-03 09:45:00,13.7,0.62,0.46,2.15,0.29,,50,Good
21.23,79.07,6.45,32.08,8.47,0.4,40.8,26.26,92.32,0.67,-0.04,213.98,709.9,2024-01-03 10:00:00,13.54,0.63,0.43,2.18,0.31,,50,Good
21.21,79.07,6.68,31.87,8.55,0.4,40.74,34.46,89.12,0.61,-0.06,194.36,708.9,2024-01-03 10:15:00,13.73,0.6,0.43,2.17,0.31,,50,Good
21.23,79.07,6.37,32.15,8.4,0.5,40.63,29.38,85.55,0.72,-0.07,191.46,711.9,2024-01-03 10:30:00,13.66,0.64,0.44,2.17,0.31,,50,Good
29.57,75.66,6.33,31.45,8.5,0.5,40.88,36.74,83.95,0.79,-0.09,187.55,,2024-01-03 10:45:00,13.58,0.63,0.42,2.15,0.3,,50,Good
44.7,74.92,6.37,31.8,8.48,0.3,40.64,25.35,83.32,0.73,-0.11,176.5,,2024-01-03 11:00:00,13.52,0.64,0.45,2.19,0.29,,100,Satisfactory
44.74,74.92,6.73,32.42,8.87,0.6,41.47,18.45,80.26,0.45,-0.1,185.31,,2024-01-03 11:15:00,13.69,0.6,0.43,2.19,0.28,,100,Satisfactory
44.8,74.92,6.55,31.66,8.23,0.6,41.43,19.09,79.25,0.74,-0.09,191.68,,2024-01-03 11:30:00,13.75,0.62,0.42,2.21,0.29,,100,Satisfactory
45.59,67.38,7.19,33.62,7.79,0.4,42.41,14.25,76.19,0.4,-0.09,193.85,,2024-01-03 11:45:00,14.0,0.58,0.4,1.97,0.26,,100,Satisfactory
46.74,65.6,8.67,36.03,6.7,0.4,45.2,29.83,74.67,0.71,-0.08,186.81,,2024-01-03 12:00:00,15.54,0.48,0.34,1.19,0.19,,100,Satisfactory
46.66,65.6,8.53,36.5,6.64,0.5,45.8,28.69,72.95,0.45,-0.08,207.21,,2024-01-03 12:15:00,15.55,0.49,0.33,1.24,0.2,,100,Satisfactory
46.66,65.6,8.5,35.25,6.34,0.5,45.27,30.93,72.78,0.54,-0.07,193.31,739.6,2024-01-03 12:30:00,15.44,0.5,0.31,1.11,0.21,,100,Satisfactory
45.47,62.8,8.36,35.72,6.35,0.6,45.69,35.61,68.5,0.22,-0.07,203.01,754.9,2024-01-03 12:45:00,15.92,0.51,0.34,1.15,0.21,,100,Satisfactory
43.33,62.18,8.6,36.29,6.31,0.5,45.45,31.88,67.26,0.45,-0.07,194.8,720.0,2024-01-03 13:00:00,15.58,0.49,0.32,1.15,0.2,,100,Satisfactory
43.32,62.18,8.58,35.94,6.43,0.5,46.65,43.78,64.45,0.29,-0.07,290.44,,2024-01-03 13:15:00,15.5,0.5,0.33,1.17,0.2,,100,Satisfactory
43.33,62.18,8.76,35.99,6.46,0.4,45.81,44.84,63.25,0.7,-0.07,201.19,,2024-01-03 13:30:00,15.43,0.49,0.33,1.18,0.18,,100,Satisfactory
43.04,61.62,8.52,35.25,6.36,0.5,45.44,38.06,61.94,0.48,-0.06,236.23,,2024-01-03 13:45:00,15.59,0.48,0.34,1.16,0.2,,100,Satisfactory
42.49,61.5,8.49,36.59,6.59,0.5,45.91,38.52,60.26,0.46,-0.07,195.92,,2024-01-03 14:00:00,15.74,0.48,0.32,1.2,0.2,,100,Satisfactory
42.48,61.5,8.54,36.32,6.28,0.7,45.46,37.88,60.03,0.56,-0.07,232.89,,2024-01-03 14:15:00,15.59,0.46,0.33,1.24,0.21,,100,Satisfactory
42.47,61.5,8.58,35.93,6.52,0.5,45.18,23.73,56.74,0.38,-0.07,224.74,,2024-01-03 14:30:00,15.66,0.48,0.32,1.13,0.2,,100,Satisfactory
40.78,59.92,8.72,36.78,6.62,0.4,45.63,25.93,57.96,0.74,-0.07,214.81,728.2,2024-01-03 14:45:00,15.61,0.46,0.32,1.17,0.21,,100,Satisfactory
37.72,59.54,8.77,36.17,6.53,0.4,46.33,13.79,59.19,0.75,-0.08,208.45,772.0,2024-01-03 15:00:00,15.61,0.48,0.34,1.18,0.19,,100,Satisfactory
37.5,59.54,8.43,36.37,6.59,0.5,46.57,17.47,56.21,0.69,-0.09,212.18,761.5,2024-01-03 15:15:00,15.53,0.49,0.32,1.11,0.19,,100,Satisfactory
37.49,59.54,8.57,36.56,6.69,0.4,45.96,16.66,57.4,0.72,-0.09,203.37,762.2,2024-01-03 15:30:00,15.54,0.46,0.33,1.2,0.19,,100,Satisfactory
33.36,60.09,8.67,35.96,6.81,0.5,45.64,16.73,57.62,0.52,-0.08,240.48,743.3,2024-01-03 15:45:00,15.73,0.47,0.32,1.16,0.2,,100,Satisfactory
25.83,60.22,8.47,36.1,6.42,0.5,45.73,20.45,57.51,0.76,-0.07,215.54,733.7,2024-01-03 16:00:00,15.43,0.49,0.34,1.23,0.19,,50,Good
25.82,60.22,8.63,35.77,6.73,0.5,45.46,24.14,58.23,0.58,-0.08,208.08,729.0,2024-01-03 16:15:00,15.59,0.48,0.32,1.22,0.19,,50,Good
25.8,60.22,8.56,36.06,6.35,0.4,46.52,21.12,58.63,0.57,-0.08,201.48,710.9,2024-01-03 16:30:00,15.64,0.5,0.32,1.21,0.19,,50,Good
28.27,56.64,9.84,39.74,8.63,0.5,49.45,18.57,57.79,0.67,-0.07,234.57,,2024-01-03 16:45:00,17.69,0.75,0.57,1.9,0.23,,50,Good
32.51,55.86,10.52,41.56,9.57,0.4,51.63,27.19,58.67,0.7,-0.07,202.92,707.9,2024-01-03 17:00:00,18.62,0.86,0.67,2.18,0.23,,100,Satisfactory
32.55,55.86,10.45,41.02,9.4,0.6,51.57,21.36,59.48,0.73,-0.07,215.41,704.4,2024-01-03 17:15:00,18.6,0.83,0.68,2.18,0.24,,100,Satisfactory
32.49,55.86,10.55,40.81,9.65,0.5,50.94,19.62,60.5,0.64,-0.07,199.13,715.0,2024-01-03 17:30:00,18.58,0.85,0.64,2.17,0.25,,100,Satisfactory
33.84,56.76,10.64,41.4,9.64,0.5,51.94,21.69,60.84,0.5,-0.07,230.72,706.1,2024-01-03 17:45:00,18.54,0.85,0.67,2.17,0.24,,100,Satisfactory
36.24,56.96,10.45,40.79,9.62,0.5,51.88,17.82,60.92,0.58,-0.07,217.32,708.5,2024-01-03 18:00:00,18.76,0.85,0.68,2.18,0.26,,100,Satisfactory
36.24,56.96,10.41,40.01,9.53,0.5,52.33,18.48,62.15,0.65,-0.07,229.11,,2024-01-03 18:15:00,18.52,0.86,0.68,2.19,0.25,,100,Satisfactory
36.24,56.96,10.42,39.2,9.38,0.4,51.21,17.31,63.04,0.64,-0.08,222.38,701.1,2024-01-03 18:30:00,18.54,0.83,0.67,2.19,0.24,,100,Satisfactory
31.06,57.79,10.57,40.93,9.51,0.5,52.13,17.5,63.28,0.63,-0.08,206.8,711.1,2024-01-03 18:45:00,18.35,0.85,0.68,2.19,0.25,,100,Satisfactory
21.62,57.96,10.3,41.25,9.7,0.5,51.86,20.33,64.04,0.56,-0.08,223.25,722.6,2024-01-03 19:00:00,18.64,0.82,0.7,2.19,0.23,,50,Good
21.66,57.96,10.57,41.59,9.42,0.4,50.34,19.83,65.5,0.57,-0.08,212.87,718.5,2024-01-03 19:15:00,18.55,0.83,0.67,2.18,0.24,,50,Good
21.67,57.96,10.51,40.2,9.65,0.2,51.56,20.07,67.23,0.66,-0.08,208.41,724.9,2024-01-03 19:30:00,18.63,0.83,0.67,2.16,0.24,,50,Good
24.6,55.24,10.22,40.75,9.62,0.2,50.48,14.16,68.31,0.59,-0.08,210.02,719.6,2024-01-03 19:45:00,18.44,0.83,0.69,2.2,0.23,,50,Good
29.57,54.64,10.44,40.5,9.66,0.2,51.23,16.37,69.0,0.56,-0.08,199.99,721.8,2024-01-03 20:00:00,18.66,0.85,0.65,2.11,0.25,,50,Good
29.58,54.64,10.65,40.9,9.4,0.3,51.23,16.26,70.19,0.59,-0.08,219.33,729.7,2024-01-03 20:15:00,18.77,0.86,0.69,2.13,0.26,,50,Good
29.54,54.64,10.58,40.67,9.63,0.3,51.15,19.35,71.97,0.56,-0.08,200.5,727.7,2024-01-03 20:30:00,18.71,0.83,0.66,2.15,0.24,,50,Good
25.73,61.09,10.39,40.38,9.35,0.2,51.03,20.05,74.84,0.59,-0.08,209.11,730.8,2024-01-03 20:45:00,18.75,0.86,0.66,2.18,0.23,,50,Good
18.75,62.61,10.48,41.3,9.44,0.3,51.47,19.69,77.01,0.64,-0.08,192.03,738.9,2024-01-03 21:00:00,18.52,0.87,0.68,2.2,0.25,,50,Good
18.75,62.61,10.48,41.38,9.38,0.2,52.44,12.7,80.04,0.55,-0.08,193.45,752.9,2024-01-03 21:15:00,18.41,0.85,0.67,2.21,0.24,,50,Good
18.75,62.61,10.68,41.85,9.41,0.2,52.32,17.29,82.48,0.6,-0.08,199.72,734.8,2024-01-03 21:30:00,18.43,0.86,0.7,2.15,0.25,,50,Good
16.96,66.64,10.52,41.28,9.41,0.2,52.19,18.43,84.19,0.61,-0.08,190.38,715.1,2024-01-03 21:45:00,18.85,0.87,0.68,2.19,0.26,,50,Good
13.6,67.53,10.7,41.12,9.54,0.3,51.57,18.44,86.98,0.59,-0.08,202.02,719.7,2024-01-03 22:00:00,18.65,0.85,0.67,2.14,0.23,,50,Good
13.72,67.53,10.63,40.24,9.68,0.3,50.59,16.79,89.58,0.58,-0.08,192.79,707.6,2024-01-03 22:15:00,18.74,0.84,0.67,2.14,0.26,,50,Good
13.75,67.53,10.6,40.96,9.5,0.2,51.66,19.12,90.82,0.5,-0.09,227.77,,2024-01-03 22:30:00,18.64,0.83,0.7,2.13,0.26,,50,Good
12.57,71.24,10.33,40.61,9.48,0.2,51.81,21.19,92.25,0.56,-0.08,213.69,708.6,2024-01-03 22:45:00,18.49,0.84,0.68,2.18,0.26,,50,Good
10.54,72.11,10.34,41.35,9.44,0.3,51.25,16.01,93.7,0.62,-0.08,225.51,,2024-01-03 23:00:00,18.56,0.84,0.69,2.17,0.25,,50,Good
10.42,72.11,10.69,40.88,9.35,0.2,51.93,15.11,93.93,0.55,-0.08,212.14,,2024-01-03 23:15:00,18.54,0.86,0.68,2.17,0.24,,50,Good
10.49,72.11,10.44,42.03,9.43,0.3,51.75,17.68,93.93,0.54,-0.08,218.62,,2024-01-03 23:30:00,18.65,0.85,0.68,2.2,0.24,,50,Good
11.08,78.96,10.29,40.74,9.61,0.3,52.11,12.94,93.93,0.67,-0.08,197.21,,2024-01-03 23:45:00,18.57,0.86,0.67,2.2,0.25,,50,Good
12.19,80.44,10.55,41.04,,0.3,51.74,13.83,93.94,0.56,-0.08,231.35,,2024-01-04 00:00:00,18.6,,,,,,50,Good
12.25,80.44,10.57,40.21,9.43,0.2,51.48,9.6,93.93,0.45,-0.08,232.82,,2024-01-04 00:15:00,18.71,0.81,0.67,2.18,0.24,,50,Good
12.32,80.44,10.49,40.29,9.39,0.2,51.38,11.67,93.94,0.6,-0.08,205.72,,2024-01-04 00:30:00,18.79,0.86,0.66,2.19,0.25,,50,Good
15.0,79.39,10.64,41.05,9.3,0.3,51.15,7.68,93.94,0.69,-0.07,197.17,,2024-01-04 00:45:00,18.65,0.86,0.68,2.2,0.24,,50,Good
19.56,79.15,10.64,40.88,9.48,0.3,50.37,11.31,93.93,0.6,-0.07,203.83,,2024-01-04 01:00:00,18.81,0.83,0.66,2.21,0.23,,50,Good
19.58,79.15,10.66,41.27,9.54,0.2,51.52,10.68,93.93,0.41,-0.08,223.42,,2024-01-04 01:15:00,18.6,0.84,0.65,2.13,0.24,,50,Good
19.62,79.15,10.8,41.24,9.59,0.3,51.47,11.07,93.93,0.55,-0.08,218.69,,2024-01-04 01:30:00,18.44,0.82,0.69,2.21,0.25,,50,Good
20.28,78.7,10.53,40.96,9.71,0.2,51.04,10.61,93.93,0.6,-0.07,199.15,,2024-01-04 01:45:00,18.78,0.84,0.68,2.14,0.24,,50,Good
21.62,78.61,10.7,40.84,9.53,0.2,52.22,16.71,93.93,0.59,-0.07,205.35,,2024-01-04 02:00:00,18.51,0.85,0.69,2.2,0.25,,50,Good
21.48,78.61,10.69,41.0,9.46,0.3,51.66,20.21,93.93,0.39,-0.07,215.38,,2024-01-04 02:15:00,18.7,0.85,0.7,2.15,0.25,,50,Good
21.44,78.61,10.56,41.65,9.38,0.3,51.58,17.2,93.93,0.32,-0.07,221.2,,2024-01-04 02:30:00,18.51,0.81,0.67,2.16,0.26,,50,Good
20.81,85.86,10.49,41.54,9.66,0.3,50.67,14.56,93.93,0.6,-0.06,220.89,,2024-01-04 02:45:00,18.58,0.85,0.67,2.2,0.22,,50,Good
19.58,87.55,10.37,41.43,9.58,0.2,52.05,14.92,93.93,0.56,-0.07,204.61,,2024-01-04 03:00:00,18.7,0.85,0.67,2.17,0.24,,50,Good
19.57,87.55,10.49,41.4,9.34,0.3,51.85,15.68,93.94,0.54,-0.07,229.3,,2024-01-04 03:15:00,18.79,0.86,0.67,2.17,0.25,,50,Good
19.56,87.55,10.33,40.7,9.55,0.8,52.46,14.16,93.93,0.62,-0.07,239.61,,2024-01-04 03:30:00,18.57,0.84,0.67,2.16,0.24,,50,Good
19.66,84.61,10.56,40.26,9.53,0.8,52.86,14.84,93.93,0.59,-0.07,228.68,,2024-01-04 03:45:00,18.71,0.81,0.66,2.13,0.24,,50,Good
